dtm_13,dtm_24,de_13,de_24,dl
-4.905430374543180960e+01,-3.590801270173875537e+01,-2.142187441040564266e+01,-8.224704312650391103e+01,-3.867218149048156306e+01,-2.110467790327597015e+01,-1.051091673612503428e+02,-8.255162254428532265e+01,-4.315232528180953864e+01
-1.251240676682997162e+02,-8.995612507998768592e+01,-4.695440955322581544e+01,-6.133954776971037859e+01,-3.073906246183851465e+01,-1.719799294445958537e+01,-1.034687503677272957e+02,-6.385065555672785820e+01,-3.132192282109215142e+01
-5.841537137731160101e+01,-3.656202375664710758e+01,-2.205927417441419180e+01,-1.269852338271435457e+02,-8.997371562206041062e+01,-4.050345235644668662e+01,-1.688278524756722732e+01,-2.744478214601768684e+01,-1.907424175233843755e+01
-2.427868381169639633e+01,-2.335045106442834140e+00,-4.111094725396199578e+00,-1.016075299181943734e+02,-8.072172747751540101e+01,-3.978958654093033687e+01,-5.007615728768990948e+01,-5.370118321359861113e+01,-2.904217755252921052e+01
-1.601649870158459237e+02,-9.687778583979903146e+01,-4.998663175396013258e+01,-5.030090224300134594e+01,-4.345828360142728286e+01,-2.340306906905421869e+01,-6.471489970669725267e+01,-4.785210870897068958e+01,-2.373624913801403835e+01
-5.517330226236751400e+01,-8.417042208042943230e+00,-5.547051045519367563e+00,-8.261537042869674963e+01,-6.579895100776880668e+01,-3.315235077470610037e+01,-5.438194181697583929e+01,-6.103589054116373802e+01,-3.185176513814565880e+01
-6.209077765775037960e+01,-2.661299475586777419e+01,-1.517868636808169214e+01,-7.036775523737870230e+01,-5.317541535724754453e+01,-2.860912056729677033e+01,-8.382605529674071931e+01,-7.126667530195096845e+01,-3.619178958337364094e+01
-8.120720753394466840e+01,-7.610611734714844090e+01,-4.135241776178226303e+01,-6.165527590908102695e+01,-1.352209978833565174e+01,-6.533814949409503470e+00,-1.332889285107688124e+02,-7.812393109486743015e+01,-3.948161311248548344e+01
-1.107198668137827156e+02,-8.957887448883877823e+01,-4.659049516752002518e+01,-6.780650891403202252e+01,-2.662794665653220250e+01,-1.436677064391290060e+01,-1.090634352504314677e+02,-6.666309857641724079e+01,-3.328019347250494775e+01
-1.051274868107521456e+02,-9.476526598981055827e+01,-4.893297449864957116e+01,-7.878812460045215005e+01,-2.341418216130391272e+01,-1.256935934952144862e+01,-1.015678792687968013e+02,-6.854834641648348281e+01,-3.404518515025155523e+01
-5.580142229518054364e+01,-4.043470095786888407e+01,-2.218801879948551203e+01,-6.391345663029802893e+01,-2.705373375621279308e+01,-1.481398838282254360e+01,-1.159836172825377503e+02,-7.718550899425324019e+01,-4.032660839862218438e+01
